date,code,program_net_value,updated_at
2026-02-09,009440,0.0,2026-02-09T01:20:56.012975
2026-02-09,009450,-135384100.0,2026-02-09T01:21:00.401939
2026-02-09,009460,20574028.0,2026-02-09T01:21:05.551485
2026-02-09,009470,393915700.0,2026-02-09T01:21:10.051080
2026-02-09,009520,586228160.0,2026-02-09T01:21:14.632793
2026-02-09,009540,-215985000.0,2026-02-09T01:21:19.468528
2026-02-09,009580,151295.0,2026-02-09T01:21:24.202001
2026-02-09,009620,166519.0,2026-02-09T01:21:28.956508
2026-02-09,009680,16642020.0,2026-02-09T01:21:33.920715
2026-02-09,0096B0,-4968990.0,2026-02-09T01:21:38.298777
2026-02-09,0096D0,-20015.0,2026-02-09T01:21:43.087051
2026-02-09,009730,4145654.0,2026-02-09T01:21:47.722284
2026-02-09,009770,2310900.0,2026-02-09T01:21:52.283357
2026-02-09,009780,28431800.0,2026-02-09T01:21:56.790987
2026-02-09,0097F0,-2035433.0,2026-02-09T01:22:01.369003
2026-02-09,009810,0.0,2026-02-09T01:22:06.154206
2026-02-09,009830,27410753025.0,2026-02-09T01:22:10.755773
2026-02-09,009835,0.0,2026-02-09T01:22:15.439121
2026-02-09,0098T0,1719950.0,2026-02-09T01:22:19.973862
2026-02-09,009900,96398935.0,2026-02-09T01:22:24.711015
2026-02-09,009970,89849500.0,2026-02-09T01:22:29.352990
2026-02-09,0099W0,-55972.0,2026-02-09T01:22:33.901886
2026-02-09,0099X0,-367640.0,2026-02-09T01:22:38.833609
2026-02-09,010040,-35515.0,2026-02-09T01:22:43.437937
2026-02-09,010060,3224056650.0,2026-02-09T01:22:48.039617
2026-02-09,010100,200084675.0,2026-02-09T01:22:52.757906
2026-02-09,010120,-4591893000.0,2026-02-09T01:22:57.351313
2026-02-09,010130,-4170218000.0,2026-02-09T01:23:02.107581
2026-02-09,010140,-2889262075.0,2026-02-09T01:23:06.977839
2026-02-09,010170,-750292425.0,2026-02-09T01:23:11.473556
2026-02-09,0101C0,10078151.0,2026-02-09T01:23:16.303617
2026-02-09,010240,4878860.0,2026-02-09T01:23:20.994527
2026-02-09,010280,15115679.0,2026-02-09T01:23:25.663529
2026-02-09,010400,-3288330.0,2026-02-09T01:23:30.053856
2026-02-09,010470,-588240.0,2026-02-09T01:23:34.707045
2026-02-09,010580,71710770.0,2026-02-09T01:23:39.426847
2026-02-09,0105P0,0.0,2026-02-09T01:23:43.916173
2026-02-09,010640,2907345.0,2026-02-09T01:23:48.623747
2026-02-09,010660,-2022191040.0,2026-02-09T01:23:53.430168
2026-02-09,010690,-161467670.0,2026-02-09T01:23:57.925507
2026-02-09,010770,-7988839.0,2026-02-09T01:24:02.551491
2026-02-09,010780,-612075775.0,2026-02-09T01:24:07.464264
2026-02-09,010820,589259301.0,2026-02-09T01:24:12.142952
2026-02-09,010950,1927596850.0,2026-02-09T01:24:17.036172
2026-02-09,010955,0.0,2026-02-09T01:24:22.062833
2026-02-09,010960,54100830.0,2026-02-09T01:24:26.697774
2026-02-09,011000,-416753202.0,2026-02-09T01:24:31.369647
2026-02-09,011040,43840680.0,2026-02-09T01:24:36.201977
2026-02-09,011070,-1678588250.0,2026-02-09T01:24:40.929635
2026-02-09,011080,5520294.0,2026-02-09T01:24:45.308010
2026-02-09,011090,973151.0,2026-02-09T01:24:49.739918
2026-02-09,011150,81178212.0,2026-02-09T01:24:54.179065
2026-02-09,011155,0.0,2026-02-09T01:24:58.876515
2026-02-09,011170,356255450.0,2026-02-09T01:25:03.577426
2026-02-09,011200,2382970050.0,2026-02-09T01:25:08.256872
2026-02-09,002620,-1002770.0,2026-02-09T01:25:11.312002
2026-02-09,011210,877319650.0,2026-02-09T01:25:12.821800
2026-02-09,011230,37467345.0,2026-02-09T01:25:17.407163
2026-02-09,011280,124566710.0,2026-02-09T01:25:22.064393
2026-02-09,011300,88908385.0,2026-02-09T01:25:26.611953
2026-02-09,011320,-47861965.0,2026-02-09T01:25:31.215098
2026-02-09,011330,272751191.0,2026-02-09T01:25:36.029394
2026-02-09,011370,8153255.0,2026-02-09T01:25:40.680741
2026-02-09,011390,-259621400.0,2026-02-09T01:25:45.366164
2026-02-09,011420,36255170.0,2026-02-09T01:25:49.977354
2026-02-09,011500,-42447225.0,2026-02-09T01:25:54.380072
2026-02-09,011560,39560730.0,2026-02-09T01:25:59.153433
2026-02-09,0115H0,36954510.0,2026-02-09T01:26:03.967677
2026-02-09,011690,1041247390.0,2026-02-09T01:26:08.749838
2026-02-09,011700,329127066.0,2026-02-09T01:26:13.499312
2026-02-09,011780,-138603200.0,2026-02-09T01:26:19.478434
2026-02-09,011785,0.0,2026-02-09T01:26:24.166297
2026-02-09,011790,5799064850.0,2026-02-09T01:26:28.590865
2026-02-09,011810,0.0,2026-02-09T01:26:33.468100
2026-02-09,011930,-763568910.0,2026-02-09T01:26:37.784189
2026-02-09,012030,170907889.0,2026-02-09T01:26:42.151879
2026-02-09,0120G0,-50919050.0,2026-02-09T01:26:46.448468
2026-02-09,012160,-1494319.0,2026-02-09T01:26:50.997162
2026-02-09,012170,-2185165.0,2026-02-09T01:26:55.355058
2026-02-09,012200,-767167395.0,2026-02-09T01:26:59.729643
2026-02-09,012205,0.0,2026-02-09T01:27:04.519513
2026-02-09,012210,233600860.0,2026-02-09T01:27:09.267316
2026-02-09,012280,11699135.0,2026-02-09T01:27:16.425620
2026-02-09,003030,223108250.0,2026-02-09T01:27:17.914448
2026-02-09,012320,1744350.0,2026-02-09T01:27:21.098635
2026-02-09,012330,-147843750.0,2026-02-09T01:27:25.771245
2026-02-09,012340,3655563.0,2026-02-09T01:27:30.733567
2026-02-09,012450,5369489000.0,2026-02-09T01:27:35.509095
2026-02-09,012510,1367688650.0,2026-02-09T01:27:40.175087
2026-02-09,012610,325713250.0,2026-02-09T01:27:44.702361
2026-02-09,012620,3937730.0,2026-02-09T01:27:48.968932
2026-02-09,012630,606252440.0,2026-02-09T01:27:53.444703
2026-02-09,012690,48980970.0,2026-02-09T01:27:58.998948
2026-02-09,0126Z0,5739177000.0,2026-02-09T01:28:03.902942
2026-02-09,012700,11157120.0,2026-02-09T01:28:08.586243
2026-02-09,012750,-254020500.0,2026-02-09T01:28:13.528379
2026-02-09,012790,8742720.0,2026-02-09T01:28:18.140949
2026-02-09,012800,158293989.0,2026-02-09T01:28:22.878296
2026-02-09,012860,567507482.0,2026-02-09T01:28:27.281321
2026-02-09,003310,-1251315467.0,2026-02-09T01:28:31.297520
2026-02-09,013000,-2579672.0,2026-02-09T01:28:31.612570
2026-02-09,013030,179565375.0,2026-02-09T01:28:36.267177
2026-02-09,013120,26435370.0,2026-02-09T01:28:40.594412
2026-02-09,013310,96713695.0,2026-02-09T01:28:45.063573
2026-02-09,013360,158441570.0,2026-02-09T01:28:49.572161
2026-02-09,013520,-16241839.0,2026-02-09T01:28:54.283156
2026-02-09,013570,-42852055.0,2026-02-09T01:28:58.611447
2026-02-09,013580,389118300.0,2026-02-09T01:29:03.476523
2026-02-09,013700,-19809269.0,2026-02-09T01:29:08.018695
2026-02-09,013720,8328570.0,2026-02-09T01:29:13.426413
2026-02-09,013870,21357620.0,2026-02-09T01:29:19.561917
2026-02-09,013890,-450820790.0,2026-02-09T01:29:24.145058
2026-02-09,013990,105624150.0,2026-02-09T01:29:28.601457
2026-02-09,014100,3428450.0,2026-02-09T01:29:33.008021
2026-02-09,014130,-1322330.0,2026-02-09T01:29:37.758178
2026-02-09,014160,99857455.0,2026-02-09T01:29:42.138204
2026-02-09,014190,-56180189.0,2026-02-09T01:29:46.703428
2026-02-09,014280,63022760.0,2026-02-09T01:29:51.001853
2026-02-09,014285,0.0,2026-02-09T01:29:55.281125
2026-02-09,014440,23145805.0,2026-02-09T01:29:59.800755
2026-02-09,003610,-94791340.0,2026-02-09T01:30:04.714039
2026-02-09,014470,91745409.0,2026-02-09T01:30:04.830525
2026-02-09,014530,47518672.0,2026-02-09T01:30:10.003449
2026-02-09,014570,-2351335.0,2026-02-09T01:30:14.782608
2026-02-09,014580,48042215.0,2026-02-09T01:30:19.900318
2026-02-09,014620,452671975.0,2026-02-09T01:30:24.750785
2026-02-09,014680,477209500.0,2026-02-09T01:30:29.609397
2026-02-09,003720,-78872650.0,2026-02-09T01:30:34.484867
2026-02-09,014710,85368455.0,2026-02-09T01:30:34.590287
2026-02-09,014790,28885245.0,2026-02-09T01:30:39.190948
2026-02-09,014820,52916150.0,2026-02-09T01:30:43.564211
2026-02-09,014825,0.0,2026-02-09T01:30:48.431351
2026-02-09,014830,48806500.0,2026-02-09T01:30:53.353738
2026-02-09,003850,-63809500.0,2026-02-09T01:30:57.454069
2026-02-09,014910,73377272.0,2026-02-09T01:30:57.777433
2026-02-09,014915,0.0,2026-02-09T01:31:02.974016
2026-02-09,014940,183810180.0,2026-02-09T01:31:08.167777
2026-02-09,014950,50034440.0,2026-02-09T01:31:12.928207
2026-02-09,014970,22714350.0,2026-02-09T01:31:17.824727
2026-02-09,014990,-15969897.0,2026-02-09T01:31:22.613787
2026-02-09,015020,-428454.0,2026-02-09T01:31:27.297660
2026-02-09,015230,-29242980.0,2026-02-09T01:31:31.787145
2026-02-09,015260,1558069.0,2026-02-09T01:31:36.665504
2026-02-09,015360,14895400.0,2026-02-09T01:31:41.309745
2026-02-09,015590,0.0,2026-02-09T01:31:46.069761
2026-02-09,015710,1080705.0,2026-02-09T01:31:50.580260
2026-02-09,015750,344051050.0,2026-02-09T01:31:55.399965
2026-02-09,015760,-4847057200.0,2026-02-09T01:32:00.307468
2026-02-09,015860,403338585.0,2026-02-09T01:32:05.598239
2026-02-09,015890,18887618.0,2026-02-09T01:32:10.539479
2026-02-09,016090,2610471.0,2026-02-09T01:32:15.310543
2026-02-09,016100,-4402204.0,2026-02-09T01:32:19.851005
2026-02-09,016250,-10192020.0,2026-02-09T01:32:24.508627
2026-02-09,016360,-1907718550.0,2026-02-09T01:32:29.166509
2026-02-09,016380,305923485.0,2026-02-09T01:32:34.001035
2026-02-09,016450,754399.0,2026-02-09T01:32:38.901122
2026-02-09,016580,-2887025.0,2026-02-09T01:32:43.666699
2026-02-09,016590,-182928390.0,2026-02-09T01:32:48.012470
2026-02-09,016600,69368375.0,2026-02-09T01:32:52.582366
2026-02-09,016610,-60984960.0,2026-02-09T01:32:57.315096
2026-02-09,016670,-1768675.0,2026-02-09T01:33:02.635949
2026-02-09,016710,-7812670.0,2026-02-09T01:33:07.487578
2026-02-09,016740,218498085.0,2026-02-09T01:33:12.238008
2026-02-09,016790,0.0,2026-02-09T01:33:16.923891
2026-02-09,016800,-546600.0,2026-02-09T01:33:21.834991
2026-02-09,016880,275674235.0,2026-02-09T01:33:26.614310
2026-02-09,016920,1855193.0,2026-02-09T01:33:31.875569
2026-02-09,017000,-34834925.0,2026-02-09T01:33:36.527875
2026-02-09,017040,131019641.0,2026-02-09T01:33:41.490698
2026-02-09,017180,2304753.0,2026-02-09T01:33:46.070252
2026-02-09,017250,166228.0,2026-02-09T01:33:50.755191
2026-02-09,017370,43751400.0,2026-02-09T01:33:55.196505
2026-02-09,017390,2791100.0,2026-02-09T01:33:59.666586
2026-02-09,017480,159185.0,2026-02-09T01:34:04.367904
2026-02-09,017510,1085098470.0,2026-02-09T01:34:09.376259
2026-02-09,017550,-37767136.0,2026-02-09T01:34:14.126914
2026-02-09,017650,-25141585.0,2026-02-09T01:34:18.881497
2026-02-09,017670,1105815200.0,2026-02-09T01:34:23.833268
2026-02-09,017800,-1675938900.0,2026-02-09T01:34:28.989663
2026-02-09,017810,61218530.0,2026-02-09T01:34:33.985461
2026-02-09,004835,0.0,2026-02-09T01:34:35.262321
2026-02-09,017860,227547180.0,2026-02-09T01:34:38.882061
2026-02-09,017890,286170310.0,2026-02-09T01:34:43.611276
2026-02-09,017900,-68038756.0,2026-02-09T01:34:48.462565
2026-02-09,017940,431479150.0,2026-02-09T01:34:53.064704
2026-02-09,017960,1897141025.0,2026-02-09T01:34:57.550026
2026-02-09,018000,-288017929.0,2026-02-09T01:35:02.779217
