code
000100
000150
000250
000270
000660
000720
000810
000880
0009K0
001040
001440
003230
003380
003490
003550
003670
005290
005380
005385
005387
005490
005830
005930
005935
005940
006260
006400
006730
006800
007390
007660
009150
009520
009540
009830
010120
010130
010140
010950
011200
012330
012450
0126Z0
014620
015760
016360
017670
018260
021240
022100
024110
025980
028050
028260
028300
029780
030200
030530
031980
032190
032500
032640
032820
032830
033100
033500
033780
034020
034220
034730
035420
035720
035760
035900
036540
036810
036830
036930
038500
039030
039200
039490
041510
042000
042660
042700
043260
047050
047810
048410
051910
052400
052690
055550
056080
056190
058470
058610
060250
060370
064350
064400
064760
065350
066570
067160
067310
068270
068760
071050
074600
078160
078600
078930
079550
080220
082270
082920
083650
084370
085660
086280
086450
086520
086790
086900
087010
089030
090430
090710
095340
095610
096530
096770
098460
099320
100790
101490
102710
102940
105560
108490
112040
115180
121600
122870
124500
126340
127120
128940
131290
131970
137400
138040
138930
140410
140860
141080
145020
160190
161390
161580
166090
171090
174900
178320
180640
183300
189300
195940
196170
204270
207940
213420
214150
214370
214430
214450
218410
222080
222800
225570
226950
232140
237690
240810
241560
241710
247540
253450
257720
259960
263750
267250
267260
267270
272210
272290
277810
278470
281740
290650
293490
295310
298040
298380
307950
310210
316140
319400
319660
323280
323410
326030
328130
329180
347700
347850
348210
348340
348370
352820
357780
358570
373220
376300
376900
377300
388210
388720
389470
397030
402340
403870
417200
437730
440110
443060
445680
454910
456160
458870
466100
468530
475830
476830
486990
490470
491000
950160
