date,code,vi_count,updated_at
2026-02-09,002620,0,2026-02-09T01:25:11.313467
2026-02-09,011210,0,2026-02-09T01:25:12.823229
2026-02-09,011230,0,2026-02-09T01:25:17.408541
2026-02-09,011280,0,2026-02-09T01:25:22.066229
2026-02-09,011300,0,2026-02-09T01:25:26.613279
2026-02-09,011320,0,2026-02-09T01:25:31.216849
2026-02-09,011330,0,2026-02-09T01:25:36.031141
2026-02-09,011370,0,2026-02-09T01:25:40.682767
2026-02-09,011390,0,2026-02-09T01:25:45.367628
2026-02-09,011420,0,2026-02-09T01:25:49.978870
2026-02-09,011500,0,2026-02-09T01:25:54.381385
2026-02-09,011560,0,2026-02-09T01:25:59.154670
2026-02-09,0115H0,0,2026-02-09T01:26:03.968909
2026-02-09,011690,0,2026-02-09T01:26:08.751260
2026-02-09,011700,0,2026-02-09T01:26:13.500644
2026-02-09,011780,0,2026-02-09T01:26:19.479985
2026-02-09,011785,0,2026-02-09T01:26:24.167607
2026-02-09,011790,0,2026-02-09T01:26:28.592276
2026-02-09,011810,0,2026-02-09T01:26:33.469668
2026-02-09,011930,1,2026-02-09T01:26:37.785840
2026-02-09,012030,0,2026-02-09T01:26:42.153249
2026-02-09,0120G0,0,2026-02-09T01:26:46.449849
2026-02-09,012160,0,2026-02-09T01:26:50.998449
2026-02-09,012170,0,2026-02-09T01:26:55.356452
2026-02-09,012200,0,2026-02-09T01:26:59.731128
2026-02-09,012205,0,2026-02-09T01:27:04.520753
2026-02-09,012210,0,2026-02-09T01:27:09.268591
2026-02-09,012280,0,2026-02-09T01:27:16.426940
2026-02-09,003030,0,2026-02-09T01:27:17.915920
2026-02-09,012320,0,2026-02-09T01:27:21.100126
2026-02-09,012330,0,2026-02-09T01:27:25.773372
2026-02-09,012340,0,2026-02-09T01:27:30.734942
2026-02-09,012450,0,2026-02-09T01:27:35.510460
2026-02-09,012510,0,2026-02-09T01:27:40.176515
2026-02-09,012610,0,2026-02-09T01:27:44.703754
2026-02-09,012620,0,2026-02-09T01:27:48.970488
2026-02-09,012630,0,2026-02-09T01:27:53.446177
2026-02-09,012690,0,2026-02-09T01:27:59.000435
2026-02-09,0126Z0,0,2026-02-09T01:28:03.904362
2026-02-09,012700,0,2026-02-09T01:28:08.587539
2026-02-09,012750,0,2026-02-09T01:28:13.529842
2026-02-09,012790,0,2026-02-09T01:28:18.142263
2026-02-09,012800,0,2026-02-09T01:28:22.879643
2026-02-09,012860,0,2026-02-09T01:28:27.282827
2026-02-09,003310,0,2026-02-09T01:28:31.298976
2026-02-09,013000,0,2026-02-09T01:28:31.613930
2026-02-09,013030,0,2026-02-09T01:28:36.268422
2026-02-09,013120,0,2026-02-09T01:28:40.596090
2026-02-09,013310,0,2026-02-09T01:28:45.064864
2026-02-09,013360,0,2026-02-09T01:28:49.573994
2026-02-09,013520,0,2026-02-09T01:28:54.284558
2026-02-09,013570,0,2026-02-09T01:28:58.612653
2026-02-09,013580,0,2026-02-09T01:29:03.477870
2026-02-09,013700,1,2026-02-09T01:29:08.020185
2026-02-09,013720,0,2026-02-09T01:29:13.428142
2026-02-09,013870,0,2026-02-09T01:29:19.563422
2026-02-09,013890,0,2026-02-09T01:29:24.147308
2026-02-09,013990,0,2026-02-09T01:29:28.602799
2026-02-09,014100,0,2026-02-09T01:29:33.009438
2026-02-09,014130,0,2026-02-09T01:29:37.759614
2026-02-09,014160,0,2026-02-09T01:29:42.139549
2026-02-09,014190,0,2026-02-09T01:29:46.704749
2026-02-09,014280,0,2026-02-09T01:29:51.003107
2026-02-09,014285,0,2026-02-09T01:29:55.282555
2026-02-09,014440,0,2026-02-09T01:29:59.802149
2026-02-09,003610,0,2026-02-09T01:30:04.715505
2026-02-09,014470,0,2026-02-09T01:30:04.831936
2026-02-09,014530,0,2026-02-09T01:30:10.004844
2026-02-09,014570,0,2026-02-09T01:30:14.784100
2026-02-09,014580,0,2026-02-09T01:30:19.902707
2026-02-09,014620,0,2026-02-09T01:30:24.752189
2026-02-09,014680,0,2026-02-09T01:30:29.610959
2026-02-09,003720,0,2026-02-09T01:30:34.486148
2026-02-09,014710,0,2026-02-09T01:30:34.591883
2026-02-09,014790,0,2026-02-09T01:30:39.192268
2026-02-09,014820,0,2026-02-09T01:30:43.565650
2026-02-09,014825,0,2026-02-09T01:30:48.432657
2026-02-09,014830,0,2026-02-09T01:30:53.355201
2026-02-09,003850,0,2026-02-09T01:30:57.455600
2026-02-09,014910,1,2026-02-09T01:30:57.779027
2026-02-09,014915,0,2026-02-09T01:31:02.975307
2026-02-09,014940,0,2026-02-09T01:31:08.169189
2026-02-09,014950,0,2026-02-09T01:31:12.929719
2026-02-09,014970,0,2026-02-09T01:31:17.826236
2026-02-09,014990,0,2026-02-09T01:31:22.615478
2026-02-09,015020,1,2026-02-09T01:31:27.299283
2026-02-09,015230,0,2026-02-09T01:31:31.788432
2026-02-09,015260,0,2026-02-09T01:31:36.666991
2026-02-09,015360,0,2026-02-09T01:31:41.311167
2026-02-09,015590,0,2026-02-09T01:31:46.071010
2026-02-09,015710,0,2026-02-09T01:31:50.581669
2026-02-09,015750,0,2026-02-09T01:31:55.401430
2026-02-09,015760,0,2026-02-09T01:32:00.309172
2026-02-09,015860,0,2026-02-09T01:32:05.599774
2026-02-09,015890,0,2026-02-09T01:32:10.541174
2026-02-09,016090,0,2026-02-09T01:32:15.311651
2026-02-09,016100,0,2026-02-09T01:32:19.852629
2026-02-09,016250,0,2026-02-09T01:32:24.509941
2026-02-09,016360,0,2026-02-09T01:32:29.167712
2026-02-09,016380,0,2026-02-09T01:32:34.002496
2026-02-09,016450,0,2026-02-09T01:32:38.902552
2026-02-09,016580,0,2026-02-09T01:32:43.668075
2026-02-09,016590,1,2026-02-09T01:32:48.014066
2026-02-09,016600,0,2026-02-09T01:32:52.583856
2026-02-09,016610,0,2026-02-09T01:32:57.316466
2026-02-09,016670,0,2026-02-09T01:33:02.637485
2026-02-09,016710,0,2026-02-09T01:33:07.489172
2026-02-09,016740,0,2026-02-09T01:33:12.239622
2026-02-09,016790,0,2026-02-09T01:33:16.925408
2026-02-09,016800,0,2026-02-09T01:33:21.836335
2026-02-09,016880,0,2026-02-09T01:33:26.615845
2026-02-09,016920,0,2026-02-09T01:33:31.883249
2026-02-09,017000,0,2026-02-09T01:33:36.529272
2026-02-09,017040,0,2026-02-09T01:33:41.492224
2026-02-09,017180,0,2026-02-09T01:33:46.071703
2026-02-09,017250,0,2026-02-09T01:33:50.756529
2026-02-09,017370,0,2026-02-09T01:33:55.197895
2026-02-09,017390,0,2026-02-09T01:33:59.667884
2026-02-09,017480,0,2026-02-09T01:34:04.369326
2026-02-09,017510,0,2026-02-09T01:34:09.377628
2026-02-09,017550,0,2026-02-09T01:34:14.128323
2026-02-09,017650,3,2026-02-09T01:34:18.883103
2026-02-09,017670,0,2026-02-09T01:34:23.834582
2026-02-09,017800,0,2026-02-09T01:34:28.991367
2026-02-09,017810,0,2026-02-09T01:34:33.987077
2026-02-09,004835,0,2026-02-09T01:34:35.263749
2026-02-09,017860,0,2026-02-09T01:34:38.883605
2026-02-09,017890,0,2026-02-09T01:34:43.612624
2026-02-09,017900,0,2026-02-09T01:34:48.463918
2026-02-09,017940,0,2026-02-09T01:34:53.066049
2026-02-09,017960,0,2026-02-09T01:34:57.551492
2026-02-09,018000,0,2026-02-09T01:35:02.780571
