code,sector_code,sector_name,industry_code,industry_name,updated_at,source
443060,13,"건축기술, 엔지니어링 및 관련기술 서비스업",137201,"건축기술, 엔지니어링 및 관련기술 서비스업",2026-02-10T04:27:53.106418,search_stock_info:industry_fallback
445680,03,의료용 기기 제조업,032701,의료용 기기 제조업,2026-02-10T04:27:53.723482,search_stock_info:industry_fallback
454910,03,특수 목적용 기계 제조업,032902,특수 목적용 기계 제조업,2026-02-10T04:27:54.405996,search_stock_info:industry_fallback
456160,03,의약품 제조업,032102,의약품 제조업,2026-02-10T04:27:55.421319,search_stock_info:industry_fallback
458870,03,의료용 기기 제조업,032701,의료용 기기 제조업,2026-02-10T04:27:56.407036,search_stock_info:industry_fallback
466100,10,소프트웨어 개발 및 공급업,105802,소프트웨어 개발 및 공급업,2026-02-10T04:27:57.307283,search_stock_info:industry_fallback
468530,13,자연과학 및 공학 연구개발업,137001,자연과학 및 공학 연구개발업,2026-02-10T04:27:58.211432,search_stock_info:industry_fallback
475830,03,기초 의약물질 및 생물학적 제제 제조업,032101,기초 의약물질 및 생물학적 제제 제조업,2026-02-10T04:27:58.907317,search_stock_info:industry_fallback
476830,13,자연과학 및 공학 연구개발업,137001,자연과학 및 공학 연구개발업,2026-02-10T04:27:59.608708,search_stock_info:industry_fallback
486990,10,소프트웨어 개발 및 공급업,105802,소프트웨어 개발 및 공급업,2026-02-10T04:28:00.723720,search_stock_info:industry_fallback
490470,13,"건축기술, 엔지니어링 및 관련기술 서비스업",137201,"건축기술, 엔지니어링 및 관련기술 서비스업",2026-02-10T04:28:01.806061,search_stock_info:industry_fallback
491000,03,의료용 기기 제조업,032701,의료용 기기 제조업,2026-02-10T04:28:02.354204,search_stock_info:industry_fallback
950160,03,기초 의약물질 및 생물학적 제제 제조업,032101,기초 의약물질 및 생물학적 제제 제조업,2026-02-10T04:28:03.406766,search_stock_info:industry_fallback
