date,code,foreign_net_value,inst_net_value,indiv_net_value,updated_at
2026-02-09,000020,-1.0,-69.0,37.0,2026-02-09T01:41:49.027056
2026-02-09,000040,-1.0,0.0,1.0,2026-02-09T01:41:53.425679
2026-02-09,000050,-376.0,123.0,274.0,2026-02-09T01:41:58.031294
2026-02-09,000070,-153.0,-91.0,240.0,2026-02-09T01:42:02.662762
2026-02-09,000080,233.0,151.0,-447.0,2026-02-09T01:42:07.339024
2026-02-09,000087,-2.0,0.0,2.0,2026-02-09T01:42:12.050447
2026-02-09,000100,-4306.0,245.0,3985.0,2026-02-09T01:42:16.497325
2026-02-09,000105,-140.0,71.0,85.0,2026-02-09T01:42:20.862869
2026-02-09,000120,-4607.0,4494.0,-64.0,2026-02-09T01:42:25.502246
2026-02-09,000140,-104.0,8.0,65.0,2026-02-09T01:42:29.754757
2026-02-09,000145,0.0,0.0,0.0,2026-02-09T01:42:34.626312
2026-02-09,000150,-24663.0,-3567.0,26799.0,2026-02-09T01:42:39.230612
2026-02-09,000155,903.0,-626.0,-449.0,2026-02-09T01:42:43.665912
2026-02-09,000157,-85.0,0.0,94.0,2026-02-09T01:42:48.145719
2026-02-09,000180,32.0,-35.0,4.0,2026-02-09T01:42:52.850183
2026-02-09,0001A0,-2962.0,-39.0,3147.0,2026-02-09T01:42:57.416249
2026-02-09,000210,-2077.0,84.0,1969.0,2026-02-09T01:43:03.765578
2026-02-09,000215,-12.0,0.0,-37.0,2026-02-09T01:43:08.579164
2026-02-09,000220,-45.0,0.0,43.0,2026-02-09T01:43:13.302296
2026-02-09,000225,-3.0,0.0,-3.0,2026-02-09T01:43:17.794549
2026-02-09,000227,0.0,0.0,-1.0,2026-02-09T01:43:22.633133
2026-02-09,000230,43.0,0.0,-43.0,2026-02-09T01:43:27.307855
2026-02-09,000240,-958.0,257.0,689.0,2026-02-09T01:43:31.720041
2026-02-09,000250,13681.0,-14192.0,310.0,2026-02-09T01:43:36.336151
2026-02-09,000270,7458.0,-15353.0,7905.0,2026-02-09T01:43:40.934401
2026-02-09,000300,0.0,0.0,0.0,2026-02-09T01:43:45.617076
2026-02-09,000320,-227.0,-328.0,553.0,2026-02-09T01:43:50.115476
2026-02-09,000325,0.0,0.0,0.0,2026-02-09T01:43:54.804986
2026-02-09,000370,-162.0,120.0,94.0,2026-02-09T01:43:59.304344
2026-02-09,000390,-156.0,-40.0,198.0,2026-02-09T01:44:04.219403
2026-02-09,000400,21.0,-29.0,7.0,2026-02-09T01:44:09.083252
2026-02-09,000430,-82.0,-56.0,137.0,2026-02-09T01:44:13.723211
2026-02-09,000440,-125.0,0.0,126.0,2026-02-09T01:44:18.280339
2026-02-09,000480,-1.0,-10.0,11.0,2026-02-09T01:44:22.648665
2026-02-09,000490,-4129.0,101.0,4149.0,2026-02-09T01:44:27.236604
2026-02-09,0004V0,89.0,-1114.0,1028.0,2026-02-09T01:44:33.314439
2026-02-09,0004Y0,0.0,0.0,0.0,2026-02-09T01:44:37.759673
2026-02-09,000500,-1707.0,1055.0,686.0,2026-02-09T01:44:42.666056
2026-02-09,000520,-1606.0,107.0,1052.0,2026-02-09T01:44:47.355859
2026-02-09,000540,-133.0,-11.0,143.0,2026-02-09T01:44:51.744771
2026-02-09,000545,0.0,0.0,0.0,2026-02-09T01:44:56.693046
2026-02-09,000590,-10.0,0.0,5.0,2026-02-09T01:45:01.555452
2026-02-09,000640,-375.0,-159.0,367.0,2026-02-09T01:45:06.477600
2026-02-09,000650,365.0,-2.0,-372.0,2026-02-09T01:45:11.428728
2026-02-09,000660,-962341.0,345865.0,604987.0,2026-02-09T01:45:16.257549
2026-02-09,000670,220.0,-514.0,248.0,2026-02-09T01:45:20.757250
2026-02-09,000680,-285.0,-12.0,295.0,2026-02-09T01:45:25.161340
2026-02-09,000700,-5.0,0.0,5.0,2026-02-09T01:45:29.540994
2026-02-09,000720,-6778.0,1402.0,5932.0,2026-02-09T01:45:34.341266
2026-02-09,000725,-87.0,38.0,49.0,2026-02-09T01:45:38.782042
2026-02-09,000760,58.0,0.0,-58.0,2026-02-09T01:45:43.617501
2026-02-09,0007C0,2261.0,260.0,-2662.0,2026-02-09T01:45:48.216163
2026-02-09,000810,4350.0,769.0,-5025.0,2026-02-09T01:45:52.494246
2026-02-09,000815,-983.0,1895.0,-923.0,2026-02-09T01:45:56.978142
2026-02-09,000850,121.0,-48.0,-78.0,2026-02-09T01:46:01.449400
2026-02-09,000860,-298.0,17.0,278.0,2026-02-09T01:46:06.510936
2026-02-09,000880,-2058.0,1328.0,1218.0,2026-02-09T01:46:11.390064
2026-02-09,00088K,329.0,-1101.0,773.0,2026-02-09T01:46:15.883486
2026-02-09,000890,-15.0,0.0,15.0,2026-02-09T01:46:20.258184
2026-02-09,0008Z0,-458.0,-49.0,191.0,2026-02-09T01:46:25.083505
2026-02-09,000910,80.0,0.0,-80.0,2026-02-09T01:46:29.959850
2026-02-09,000950,-5.0,1.0,4.0,2026-02-09T01:46:34.528466
2026-02-09,000970,28.0,0.0,-28.0,2026-02-09T01:46:38.952088
2026-02-09,000990,-6734.0,13067.0,-6162.0,2026-02-09T01:46:43.439101
2026-02-09,0009K0,-5108.0,227.0,4846.0,2026-02-09T01:46:48.053703
2026-02-09,001000,518.0,0.0,-514.0,2026-02-09T01:46:52.371375
2026-02-09,001020,3.0,-8.0,5.0,2026-02-09T01:46:56.692434
2026-02-09,001040,-1761.0,3285.0,-1898.0,2026-02-09T01:47:01.182099
2026-02-09,001045,-168.0,61.0,110.0,2026-02-09T01:47:06.008073
2026-02-09,00104K,-336.0,581.0,-248.0,2026-02-09T01:47:10.772780
2026-02-09,001060,-504.0,446.0,-2.0,2026-02-09T01:47:15.472535
2026-02-09,001065,0.0,0.0,0.0,2026-02-09T01:47:20.070626
2026-02-09,001067,0.0,0.0,0.0,2026-02-09T01:47:24.844487
2026-02-09,001070,26.0,4.0,-37.0,2026-02-09T01:47:29.318542
2026-02-09,001080,91.0,-1.0,-30.0,2026-02-09T01:47:33.786674
2026-02-09,0010V0,-196.0,67.0,129.0,2026-02-09T01:47:38.334239
2026-02-09,001120,-1602.0,2442.0,-804.0,2026-02-09T01:47:42.790129
2026-02-09,001130,-10.0,13.0,-4.0,2026-02-09T01:47:47.200931
2026-02-09,001200,-270.0,-22.0,421.0,2026-02-09T01:47:51.581224
2026-02-09,001210,169.0,4.0,-173.0,2026-02-09T01:47:55.797161
2026-02-09,001230,-21.0,-14.0,35.0,2026-02-09T01:48:02.014422
2026-02-09,001250,-173.0,-44.0,216.0,2026-02-09T01:48:06.747912
2026-02-09,001260,63.0,0.0,-95.0,2026-02-09T01:48:11.548151
2026-02-09,001270,-30.0,-3.0,5.0,2026-02-09T01:48:16.097614
2026-02-09,001275,0.0,0.0,0.0,2026-02-09T01:48:20.528058
2026-02-09,001290,58.0,0.0,-58.0,2026-02-09T01:48:24.638228
2026-02-09,001340,-697.0,9.0,740.0,2026-02-09T01:48:28.961840
2026-02-09,001360,340.0,0.0,-351.0,2026-02-09T01:48:33.169379
2026-02-09,001380,-50.0,0.0,52.0,2026-02-09T01:48:38.043151
2026-02-09,001390,142.0,86.0,-216.0,2026-02-09T01:48:42.550023
2026-02-09,0013V0,-46.0,3.0,46.0,2026-02-09T01:48:47.242596
2026-02-09,001420,2.0,4.0,-7.0,2026-02-09T01:48:51.591021
2026-02-09,001430,-119.0,1605.0,-2140.0,2026-02-09T01:48:56.028390
2026-02-09,001440,-27531.0,-3557.0,30950.0,2026-02-09T01:49:00.341183
2026-02-09,001450,-1371.0,234.0,883.0,2026-02-09T01:49:04.926125
2026-02-09,001460,-258.0,-472.0,706.0,2026-02-09T01:49:09.344289
2026-02-09,001465,18.0,5.0,-23.0,2026-02-09T01:49:14.338713
2026-02-09,001470,0.0,0.0,0.0,2026-02-09T01:49:18.503716
2026-02-09,001500,-3.0,-25.0,-78.0,2026-02-09T01:49:22.936072
2026-02-09,001510,-19.0,-95.0,120.0,2026-02-09T01:49:27.660503
2026-02-09,001515,0.0,0.0,0.0,2026-02-09T01:49:32.788106
2026-02-09,001520,291.0,-20.0,-254.0,2026-02-09T01:49:37.440519
2026-02-09,001525,0.0,0.0,0.0,2026-02-09T01:49:42.025403
2026-02-09,001527,0.0,0.0,-1.0,2026-02-09T01:49:46.348618
2026-02-09,001530,-265.0,-10.0,-189.0,2026-02-09T01:49:51.009838
2026-02-09,001540,-11.0,-3.0,14.0,2026-02-09T01:49:55.269113
2026-02-09,001550,-62.0,-13.0,61.0,2026-02-09T01:49:59.688550
2026-02-09,001560,0.0,2.0,-4.0,2026-02-09T01:50:04.437975
2026-02-09,001570,0.0,0.0,0.0,2026-02-09T01:50:09.143001
2026-02-09,0015G0,183.0,-105.0,-212.0,2026-02-09T01:50:13.906880
2026-02-09,0015N0,-1086.0,142.0,903.0,2026-02-09T01:50:18.959373
2026-02-09,0015S0,161.0,-11.0,-119.0,2026-02-09T01:50:23.295690
2026-02-09,001620,-30.0,24.0,7.0,2026-02-09T01:50:27.690490
2026-02-09,001630,-87.0,-29.0,108.0,2026-02-09T01:50:32.215991
2026-02-09,001680,763.0,-401.0,-366.0,2026-02-09T01:50:36.598057
2026-02-09,001685,-3.0,0.0,-4.0,2026-02-09T01:50:41.217652
2026-02-09,001720,-929.0,563.0,369.0,2026-02-09T01:50:45.599410
2026-02-09,001740,1322.0,-141.0,-1163.0,2026-02-09T01:50:49.922755
2026-02-09,001750,-13.0,-28.0,40.0,2026-02-09T01:50:54.405310
2026-02-09,001755,-1.0,0.0,1.0,2026-02-09T01:50:58.639895
2026-02-09,001770,-1.0,-9.0,10.0,2026-02-09T01:51:03.627611
2026-02-09,001780,197.0,-47.0,-147.0,2026-02-09T01:51:08.180990
2026-02-09,001790,42.0,-2.0,-39.0,2026-02-09T01:51:12.704250
2026-02-09,001795,-12.0,0.0,12.0,2026-02-09T01:51:17.079287
2026-02-09,001800,-1086.0,343.0,720.0,2026-02-09T01:51:21.738646
2026-02-09,001810,0.0,0.0,0.0,2026-02-09T01:51:26.327723
2026-02-09,001820,-338.0,-24.0,361.0,2026-02-09T01:51:30.770516
2026-02-09,001840,0.0,0.0,0.0,2026-02-09T01:51:35.373355
2026-02-09,001940,-166.0,87.0,76.0,2026-02-09T01:51:39.719484
2026-02-09,002020,1798.0,-1378.0,-411.0,2026-02-09T01:51:44.214151
2026-02-09,002025,15.0,0.0,-24.0,2026-02-09T01:51:49.058126
2026-02-09,002030,-149.0,-76.0,40.0,2026-02-09T01:51:53.343556
2026-02-09,002070,86.0,0.0,-78.0,2026-02-09T01:51:59.186365
2026-02-09,002100,368.0,-1.0,-308.0,2026-02-09T01:52:03.983994
2026-02-09,002140,-12.0,0.0,12.0,2026-02-09T01:52:08.598436
2026-02-09,002150,48.0,-46.0,19.0,2026-02-09T01:52:14.503718
2026-02-09,002170,98.0,-51.0,-47.0,2026-02-09T01:52:18.807115
2026-02-09,002200,3.0,92.0,-84.0,2026-02-09T01:52:23.075839
2026-02-09,002210,0.0,0.0,0.0,2026-02-09T01:52:27.693104
2026-02-09,002220,-123.0,0.0,123.0,2026-02-09T01:52:32.117625
2026-02-09,002230,-96.0,-38.0,132.0,2026-02-09T01:52:36.975025
2026-02-09,002240,-27.0,-18.0,38.0,2026-02-09T01:52:41.522126
2026-02-09,002290,-33.0,7.0,25.0,2026-02-09T01:52:46.157563
2026-02-09,002310,-134.0,50.0,-27.0,2026-02-09T01:52:50.790571
2026-02-09,002320,-121.0,1.0,119.0,2026-02-09T01:52:55.336797
2026-02-09,002350,229.0,652.0,-872.0,2026-02-09T01:52:59.681479
2026-02-09,002355,0.0,26.0,-46.0,2026-02-09T01:53:04.048935
2026-02-09,002360,-13.0,0.0,13.0,2026-02-09T01:53:08.590865
2026-02-09,002380,1981.0,-1658.0,-13.0,2026-02-09T01:53:13.322777
2026-02-09,002390,-13.0,16.0,-3.0,2026-02-09T01:53:17.855012
2026-02-09,002410,0.0,0.0,0.0,2026-02-09T01:53:22.883497
2026-02-09,002420,33.0,-8.0,-21.0,2026-02-09T01:53:27.205366
2026-02-09,002450,9.0,-1.0,-9.0,2026-02-09T01:53:31.489843
2026-02-09,002460,-10.0,23.0,-14.0,2026-02-09T01:53:35.738194
2026-02-09,002600,-2.0,0.0,2.0,2026-02-09T01:53:40.151006
2026-02-09,002630,-45.0,0.0,45.0,2026-02-09T01:53:49.268331
2026-02-09,002680,0.0,0.0,0.0,2026-02-09T01:53:53.931391
2026-02-09,002690,-2.0,0.0,2.0,2026-02-09T01:53:58.283024
2026-02-09,002700,12.0,0.0,-12.0,2026-02-09T01:54:03.026483
2026-02-09,002710,350.0,-3.0,-350.0,2026-02-09T01:54:08.109095
2026-02-09,002720,-192.0,1.0,191.0,2026-02-09T01:54:12.649639
2026-02-09,002760,-444.0,0.0,437.0,2026-02-09T01:54:17.256728
2026-02-09,002780,116.0,-29.0,-85.0,2026-02-09T01:54:21.589991
2026-02-09,002785,0.0,0.0,0.0,2026-02-09T01:54:26.178204
2026-02-09,002787,0.0,0.0,0.0,2026-02-09T01:54:30.377455
2026-02-09,002790,-435.0,1207.0,-775.0,2026-02-09T01:54:34.988384
2026-02-09,002795,56.0,-42.0,-16.0,2026-02-09T01:54:39.522672
2026-02-09,00279K,-5.0,14.0,-10.0,2026-02-09T01:54:44.133847
2026-02-09,002800,-13.0,0.0,13.0,2026-02-09T01:54:48.312519
2026-02-09,002810,-81.0,-8.0,88.0,2026-02-09T01:54:53.133893
2026-02-09,002820,1.0,1.0,-2.0,2026-02-09T01:54:57.343464
2026-02-09,002840,191.0,128.0,-415.0,2026-02-09T01:55:01.815298
2026-02-09,002870,67.0,0.0,-72.0,2026-02-09T01:55:06.217365
2026-02-09,002880,-19.0,-1.0,21.0,2026-02-09T01:55:10.625356
2026-02-09,002900,950.0,-18.0,-1126.0,2026-02-09T01:55:15.237865
2026-02-09,002920,5.0,0.0,-5.0,2026-02-09T01:55:19.867901
2026-02-09,002960,6.0,68.0,-63.0,2026-02-09T01:55:24.187615
2026-02-09,002990,-18.0,66.0,-129.0,2026-02-09T01:55:28.710066
2026-02-09,002995,0.0,0.0,0.0,2026-02-09T01:55:33.292476
2026-02-09,003000,210.0,-6.0,-204.0,2026-02-09T01:55:38.344436
2026-02-09,003010,104.0,63.0,-169.0,2026-02-09T01:55:42.774103
2026-02-09,003060,-5.0,5.0,0.0,2026-02-09T01:55:51.646083
2026-02-09,003070,113.0,-8.0,-105.0,2026-02-09T01:55:56.216453
2026-02-09,003075,0.0,0.0,0.0,2026-02-09T01:56:00.900208
2026-02-09,003080,13.0,-16.0,-1.0,2026-02-09T01:56:05.175753
2026-02-09,003090,-241.0,367.0,-143.0,2026-02-09T01:56:09.908453
2026-02-09,0030R0,-40.0,41.0,-1.0,2026-02-09T01:56:14.627451
2026-02-09,003100,106.0,2.0,22.0,2026-02-09T01:56:19.426921
2026-02-09,003120,-10.0,-11.0,22.0,2026-02-09T01:56:24.368877
2026-02-09,003160,1862.0,-2680.0,969.0,2026-02-09T01:56:28.908078
2026-02-09,003200,-507.0,46.0,452.0,2026-02-09T01:56:33.611002
2026-02-09,003220,29.0,-10.0,-19.0,2026-02-09T01:56:38.109241
2026-02-09,003230,7846.0,3858.0,-11069.0,2026-02-09T01:56:42.415658
2026-02-09,003240,-457.0,504.0,-26.0,2026-02-09T01:56:47.041837
2026-02-09,003280,-312.0,326.0,-1.0,2026-02-09T01:56:51.509964
2026-02-09,003300,-326.0,404.0,-78.0,2026-02-09T01:56:55.691209
2026-02-09,003350,-215.0,-10.0,225.0,2026-02-09T01:57:04.366384
2026-02-09,003380,-2449.0,-2301.0,3911.0,2026-02-09T01:57:09.229729
2026-02-09,003460,-38.0,0.0,66.0,2026-02-09T01:57:14.028947
2026-02-09,003465,0.0,0.0,0.0,2026-02-09T01:57:18.209871
2026-02-09,003470,-8.0,-90.0,203.0,2026-02-09T01:57:22.829638
2026-02-09,003475,15.0,13.0,-48.0,2026-02-09T01:57:27.133641
2026-02-09,003480,-65.0,0.0,65.0,2026-02-09T01:57:31.785285
2026-02-09,003490,-11890.0,-4767.0,16804.0,2026-02-09T01:57:36.237890
2026-02-09,003495,4.0,0.0,-7.0,2026-02-09T01:57:40.333184
2026-02-09,003520,-66.0,-6.0,91.0,2026-02-09T01:57:45.251081
2026-02-09,003530,1137.0,-1314.0,802.0,2026-02-09T01:57:49.448358
2026-02-09,003535,30.0,0.0,-28.0,2026-02-09T01:57:54.159713
2026-02-09,003540,-818.0,-122.0,940.0,2026-02-09T01:57:58.197465
2026-02-09,003545,3.0,10.0,-30.0,2026-02-09T01:58:02.801254
2026-02-09,003547,-112.0,0.0,126.0,2026-02-09T01:58:07.362469
2026-02-09,003550,-3564.0,1431.0,2092.0,2026-02-09T01:58:12.169208
2026-02-09,003555,-183.0,-56.0,118.0,2026-02-09T01:58:18.184762
2026-02-09,003570,-308.0,-242.0,527.0,2026-02-09T01:58:22.430887
2026-02-09,003580,58.0,24.0,-111.0,2026-02-09T01:58:26.812907
2026-02-09,003620,-1209.0,-59.0,1264.0,2026-02-09T01:58:35.627420
2026-02-09,003650,-61.0,-40.0,86.0,2026-02-09T01:58:40.208261
2026-02-09,003670,-21603.0,13469.0,8134.0,2026-02-09T01:58:44.648995
2026-02-09,003680,-70.0,0.0,70.0,2026-02-09T01:58:48.982740
2026-02-09,003690,-443.0,1594.0,-555.0,2026-02-09T01:58:53.608974
2026-02-09,003780,-16.0,0.0,16.0,2026-02-09T01:59:02.448704
2026-02-09,0037T0,0.0,20.0,-20.0,2026-02-09T01:59:07.048569
2026-02-09,003800,113.0,0.0,102.0,2026-02-09T01:59:11.510182
2026-02-09,003830,1.0,2.0,-3.0,2026-02-09T01:59:16.028423
2026-02-09,003920,-68.0,-16.0,84.0,2026-02-09T01:59:25.286877
2026-02-09,003925,-18.0,0.0,11.0,2026-02-09T01:59:29.649373
2026-02-09,003960,-46.0,-8.0,49.0,2026-02-09T01:59:34.069775
2026-02-09,004000,-4637.0,-1060.0,5620.0,2026-02-09T01:59:38.311257
2026-02-09,004020,2303.0,842.0,-3412.0,2026-02-09T01:59:42.775399
2026-02-09,004060,-266.0,-556.0,822.0,2026-02-09T01:59:47.127551
2026-02-09,004080,-26.0,-22.0,48.0,2026-02-09T01:59:51.525796
2026-02-09,004090,-489.0,-42.0,554.0,2026-02-09T01:59:57.570428
2026-02-09,004100,100.0,0.0,-101.0,2026-02-09T02:00:02.187095
2026-02-09,004105,19.0,0.0,-19.0,2026-02-09T02:00:06.991723
2026-02-09,004140,-89.0,0.0,88.0,2026-02-09T02:00:12.354745
2026-02-09,004150,65.0,4.0,-109.0,2026-02-09T02:00:16.908508
2026-02-09,004170,-6318.0,5296.0,1192.0,2026-02-09T02:00:21.893603
2026-02-09,0041B0,0.0,0.0,0.0,2026-02-09T02:00:26.926413
2026-02-09,0041J0,0.0,0.0,0.0,2026-02-09T02:00:31.439016
2026-02-09,0041L0,0.0,0.0,0.0,2026-02-09T02:00:35.853231
2026-02-09,004250,-5.0,-10.0,15.0,2026-02-09T02:00:40.512517
2026-02-09,004255,0.0,0.0,0.0,2026-02-09T02:00:45.539685
2026-02-09,004270,-3.0,0.0,3.0,2026-02-09T02:00:49.982581
2026-02-09,004310,-1813.0,-10.0,1848.0,2026-02-09T02:00:54.626095
2026-02-09,004360,129.0,-201.0,91.0,2026-02-09T02:00:59.409720
2026-02-09,004365,-11.0,0.0,-2.0,2026-02-09T02:01:04.124947
2026-02-09,004370,2018.0,522.0,-2431.0,2026-02-09T02:01:09.101468
2026-02-09,004380,0.0,0.0,0.0,2026-02-09T02:01:14.039660
2026-02-09,004410,-314.0,0.0,314.0,2026-02-09T02:01:18.349168
2026-02-09,004415,0.0,0.0,0.0,2026-02-09T02:01:22.858653
2026-02-09,004430,-12.0,-7.0,17.0,2026-02-09T02:01:27.364379
2026-02-09,004440,68.0,0.0,-68.0,2026-02-09T02:01:31.836729
2026-02-09,004450,0.0,0.0,0.0,2026-02-09T02:01:39.286922
2026-02-09,004490,-879.0,55.0,778.0,2026-02-09T02:01:43.791608
2026-02-09,0044K0,-2.0,18.0,-16.0,2026-02-09T02:01:48.414915
2026-02-09,004540,-1.0,-4.0,5.0,2026-02-09T02:01:52.916476
2026-02-09,004545,0.0,0.0,0.0,2026-02-09T02:01:57.322179
2026-02-09,004560,1579.0,35.0,-1572.0,2026-02-09T02:02:01.792200
2026-02-09,004590,75.0,1.0,-77.0,2026-02-09T02:02:07.309200
2026-02-09,004650,42.0,7.0,-48.0,2026-02-09T02:02:11.940606
2026-02-09,004690,-498.0,-7.0,379.0,2026-02-09T02:02:16.632568
2026-02-09,004700,-11.0,24.0,-56.0,2026-02-09T02:02:21.154025
2026-02-09,004710,-240.0,-25.0,257.0,2026-02-09T02:02:27.166740
2026-02-09,004720,-47.0,0.0,48.0,2026-02-09T02:02:31.469401
2026-02-09,004770,-2.0,0.0,0.0,2026-02-09T02:02:36.447199
2026-02-09,004780,5.0,0.0,55.0,2026-02-09T02:02:40.688500
2026-02-09,004800,271.0,-3.0,-234.0,2026-02-09T02:02:45.021853
2026-02-09,004830,-33.0,0.0,31.0,2026-02-09T02:02:49.420118
2026-02-09,004840,15.0,-172.0,157.0,2026-02-09T02:02:58.391547
2026-02-09,004870,6.0,0.0,-6.0,2026-02-09T02:03:03.069578
2026-02-09,004890,-5.0,-4.0,-55.0,2026-02-09T02:03:07.586969
2026-02-09,004910,-14.0,-45.0,59.0,2026-02-09T02:03:12.271506
2026-02-09,004920,-24.0,0.0,23.0,2026-02-09T02:03:16.948995
2026-02-09,004960,-163.0,-151.0,318.0,2026-02-09T02:03:22.086970
2026-02-09,004970,14.0,2.0,-50.0,2026-02-09T02:03:26.653548
2026-02-09,004980,138.0,-12.0,-126.0,2026-02-09T02:03:30.952505
2026-02-09,004985,-6.0,0.0,6.0,2026-02-09T02:03:35.415803
2026-02-09,004990,16.0,658.0,-665.0,2026-02-09T02:03:39.547454
2026-02-09,00499K,-2.0,0.0,1.0,2026-02-09T02:03:44.277911
2026-02-09,005010,-165.0,-11.0,144.0,2026-02-09T02:03:48.948705
2026-02-09,005030,0.0,0.0,0.0,2026-02-09T02:03:53.592844
2026-02-09,005070,-1086.0,-453.0,1450.0,2026-02-09T02:03:58.203080
2026-02-09,005090,-510.0,1475.0,-958.0,2026-02-09T02:04:02.804297
2026-02-09,005110,0.0,0.0,0.0,2026-02-09T02:04:07.968579
2026-02-09,005160,15.0,-7.0,-8.0,2026-02-09T02:04:12.413472
2026-02-09,005180,499.0,438.0,-938.0,2026-02-09T02:04:17.043613
2026-02-09,005250,-191.0,-20.0,208.0,2026-02-09T02:04:21.329677
2026-02-09,005257,0.0,0.0,2.0,2026-02-09T02:04:25.848162
2026-02-09,005290,-1637.0,3555.0,-1954.0,2026-02-09T02:04:29.993326
2026-02-09,005300,-42.0,389.0,-356.0,2026-02-09T02:04:34.592715
2026-02-09,005305,-1.0,-1.0,-1.0,2026-02-09T02:04:39.104790
2026-02-09,005320,-10.0,0.0,10.0,2026-02-09T02:04:43.380628
2026-02-09,005360,-2.0,0.0,-3.0,2026-02-09T02:04:47.855909
2026-02-09,005380,-140000.0,-16362.0,139657.0,2026-02-09T02:04:52.649472
2026-02-09,005385,3616.0,-675.0,-4765.0,2026-02-09T02:04:57.088651
2026-02-09,005387,-5550.0,-8940.0,11875.0,2026-02-09T02:05:01.618121
2026-02-09,005389,332.0,-454.0,-201.0,2026-02-09T02:05:06.537432
2026-02-09,005420,-156.0,-146.0,340.0,2026-02-09T02:05:11.204613
2026-02-09,005430,1.0,-10.0,30.0,2026-02-09T02:05:16.055214
2026-02-09,005440,-168.0,406.0,-208.0,2026-02-09T02:05:20.565496
2026-02-09,005490,-31830.0,16454.0,15333.0,2026-02-09T02:05:25.268888
2026-02-09,0054V0,-4.0,21.0,-17.0,2026-02-09T02:05:29.647251
2026-02-09,005500,-146.0,-10.0,155.0,2026-02-09T02:05:34.267305
2026-02-09,005610,-40.0,-442.0,478.0,2026-02-09T02:05:38.924660
2026-02-09,005670,-86.0,0.0,85.0,2026-02-09T02:05:43.178993
2026-02-09,005680,164.0,44.0,-206.0,2026-02-09T02:05:47.525608
2026-02-09,005690,727.0,-340.0,-386.0,2026-02-09T02:05:51.784856
2026-02-09,005710,-127.0,-58.0,84.0,2026-02-09T02:05:56.191979
2026-02-09,005720,-57.0,-1.0,24.0,2026-02-09T02:06:00.619954
2026-02-09,005725,0.0,0.0,0.0,2026-02-09T02:06:05.251647
2026-02-09,005740,-67.0,0.0,67.0,2026-02-09T02:06:09.800114
2026-02-09,005745,0.0,0.0,0.0,2026-02-09T02:06:14.750920
2026-02-09,005750,-207.0,-13.0,221.0,2026-02-09T02:06:19.093059
2026-02-09,005800,70.0,-21.0,-45.0,2026-02-09T02:06:23.632961
2026-02-09,005810,-124.0,-3.0,-50.0,2026-02-09T02:06:28.402722
2026-02-09,005820,1.0,1.0,-2.0,2026-02-09T02:06:32.784633
2026-02-09,005830,-5711.0,3838.0,1749.0,2026-02-09T02:06:37.415471
2026-02-09,005850,2406.0,-1280.0,-1024.0,2026-02-09T02:06:42.010289
2026-02-09,005860,-273.0,0.0,273.0,2026-02-09T02:06:46.766684
2026-02-09,005870,112.0,0.0,-112.0,2026-02-09T02:06:50.968685
2026-02-09,005880,-2048.0,-16.0,2001.0,2026-02-09T02:06:55.188854
2026-02-09,005930,-889137.0,197646.0,515283.0,2026-02-09T02:06:59.693459
2026-02-09,005935,-24812.0,13548.0,8994.0,2026-02-09T02:07:04.335798
2026-02-09,005940,-3671.0,1723.0,1367.0,2026-02-09T02:07:09.351948
2026-02-09,005950,-272.0,-8.0,279.0,2026-02-09T02:07:18.328099
2026-02-09,005960,-66.0,20.0,46.0,2026-02-09T02:07:22.851087
2026-02-09,005965,0.0,0.0,0.0,2026-02-09T02:07:27.604709
2026-02-09,005990,-1.0,0.0,1.0,2026-02-09T02:07:32.159740
2026-02-09,006040,-30.0,-459.0,466.0,2026-02-09T02:07:36.867112
2026-02-09,006060,-102.0,-39.0,120.0,2026-02-09T02:07:45.949539
2026-02-09,006090,-6.0,0.0,-135.0,2026-02-09T02:07:50.346589
2026-02-09,006110,-111.0,-145.0,259.0,2026-02-09T02:07:54.835605
2026-02-09,006120,-239.0,-121.0,883.0,2026-02-09T02:07:59.395956
2026-02-09,006125,-3.0,0.0,2.0,2026-02-09T02:08:05.465541
2026-02-09,006140,204.0,142.0,-348.0,2026-02-09T02:08:10.032129
2026-02-09,006200,12.0,1.0,-19.0,2026-02-09T02:08:14.372697
2026-02-09,006220,1576.0,92.0,-1670.0,2026-02-09T02:08:18.855789
2026-02-09,006260,-6143.0,-87.0,5777.0,2026-02-09T02:08:23.296876
2026-02-09,006280,-1076.0,203.0,908.0,2026-02-09T02:08:28.000968
2026-02-09,006340,-1798.0,112.0,1646.0,2026-02-09T02:08:32.461376
2026-02-09,006345,-3.0,0.0,3.0,2026-02-09T02:08:36.705938
2026-02-09,006370,-30.0,0.0,30.0,2026-02-09T02:08:45.789671
2026-02-09,006380,0.0,0.0,0.0,2026-02-09T02:08:50.427508
2026-02-09,006400,-26458.0,-27799.0,54328.0,2026-02-09T02:08:55.136968
2026-02-09,006405,-720.0,91.0,593.0,2026-02-09T02:08:59.535127
2026-02-09,006490,-28.0,0.0,28.0,2026-02-09T02:09:04.416579
2026-02-09,006570,-2.0,0.0,2.0,2026-02-09T02:09:09.483070
2026-02-09,006620,-330.0,53.0,277.0,2026-02-09T02:09:14.222573
2026-02-09,006650,-1003.0,1161.0,-181.0,2026-02-09T02:09:18.992400
2026-02-09,006660,-237.0,0.0,241.0,2026-02-09T02:09:23.437174
