date,code,foreign_net_value,inst_net_value,indiv_net_value,updated_at
2026-02-09,026040,943.0,-863.0,-84.0,2026-02-09T02:37:57.662971
2026-02-09,026150,398.0,0.0,-475.0,2026-02-09T02:38:02.446926
2026-02-09,026890,0.0,41.0,-42.0,2026-02-09T02:38:07.671957
2026-02-09,026910,-3.0,0.0,3.0,2026-02-09T02:38:12.171068
2026-02-09,026940,5.0,0.0,-6.0,2026-02-09T02:38:16.757738
2026-02-09,026960,176.0,203.0,-378.0,2026-02-09T02:38:21.220911
2026-02-09,027040,-11.0,0.0,11.0,2026-02-09T02:38:25.827882
2026-02-09,027050,20.0,0.0,-20.0,2026-02-09T02:38:30.464430
2026-02-09,027360,-2126.0,-35.0,2035.0,2026-02-09T02:38:34.897402
2026-02-09,027410,-55.0,-8.0,63.0,2026-02-09T02:38:39.496211
2026-02-09,027580,32.0,0.0,-32.0,2026-02-09T02:38:43.883993
2026-02-09,027710,-44.0,0.0,44.0,2026-02-09T02:38:48.293476
2026-02-09,027740,-11.0,0.0,10.0,2026-02-09T02:38:53.334799
2026-02-09,027830,-15.0,0.0,14.0,2026-02-09T02:38:57.873075
2026-02-09,027970,-1.0,0.0,0.0,2026-02-09T02:39:02.345385
2026-02-09,028050,2137.0,-262.0,-1789.0,2026-02-09T02:39:06.918215
2026-02-09,028080,-2.0,0.0,1.0,2026-02-09T02:39:11.447750
2026-02-09,028100,192.0,-11.0,-184.0,2026-02-09T02:39:15.948005
2026-02-09,028260,-32463.0,9077.0,25983.0,2026-02-09T02:39:20.240749
2026-02-09,02826K,-838.0,161.0,691.0,2026-02-09T02:39:24.620052
2026-02-09,028300,-1468.0,-5681.0,6230.0,2026-02-09T02:39:29.281687
2026-02-09,028670,2752.0,16.0,-3190.0,2026-02-09T02:39:33.573161
2026-02-09,029460,389.0,17.0,-409.0,2026-02-09T02:39:38.307377
2026-02-09,029480,99.0,0.0,-77.0,2026-02-09T02:39:42.637109
2026-02-09,029530,-37.0,-207.0,163.0,2026-02-09T02:39:47.185432
2026-02-09,029780,444.0,1081.0,-1517.0,2026-02-09T02:39:51.865929
2026-02-09,030000,-1270.0,1732.0,-426.0,2026-02-09T02:39:56.414181
2026-02-09,030190,-3.0,1.0,-6.0,2026-02-09T02:40:00.893962
2026-02-09,030200,-77.0,8724.0,-8556.0,2026-02-09T02:40:05.851693
2026-02-09,030210,31.0,-44.0,14.0,2026-02-09T02:40:12.204418
2026-02-09,030350,0.0,0.0,0.0,2026-02-09T02:40:16.735994
2026-02-09,030520,-2054.0,-231.0,2294.0,2026-02-09T02:40:21.388374
2026-02-09,030530,1303.0,-31.0,-1143.0,2026-02-09T02:40:26.323057
2026-02-09,030610,-217.0,163.0,60.0,2026-02-09T02:40:30.966580
2026-02-09,030720,-5.0,-2.0,10.0,2026-02-09T02:40:35.773017
2026-02-09,030960,474.0,350.0,-831.0,2026-02-09T02:40:40.211779
2026-02-09,031210,921.0,48.0,-762.0,2026-02-09T02:40:44.581494
2026-02-09,031310,4.0,0.0,-3.0,2026-02-09T02:40:49.139951
2026-02-09,031330,302.0,-4.0,-295.0,2026-02-09T02:40:53.538521
2026-02-09,031430,-623.0,709.0,-83.0,2026-02-09T02:40:58.337151
2026-02-09,031440,35.0,19.0,-55.0,2026-02-09T02:41:03.099969
2026-02-09,031510,-4.0,0.0,3.0,2026-02-09T02:41:07.775748
2026-02-09,031820,-19.0,-3.0,21.0,2026-02-09T02:41:13.123709
2026-02-09,031860,-25.0,0.0,25.0,2026-02-09T02:41:17.744761
2026-02-09,031980,-1775.0,2622.0,-699.0,2026-02-09T02:41:22.478293
2026-02-09,032080,2.0,0.0,13.0,2026-02-09T02:41:27.062531
2026-02-09,032190,1029.0,106.0,-984.0,2026-02-09T02:41:31.847257
2026-02-09,032280,-7.0,0.0,10.0,2026-02-09T02:41:36.239284
2026-02-09,032300,-76.0,0.0,76.0,2026-02-09T02:41:40.679728
2026-02-09,032350,-7096.0,4360.0,3117.0,2026-02-09T02:41:45.168301
2026-02-09,032500,556.0,-379.0,-374.0,2026-02-09T02:41:49.662330
2026-02-09,032540,7.0,0.0,-7.0,2026-02-09T02:41:54.157850
2026-02-09,032560,18.0,-8.0,-9.0,2026-02-09T02:41:58.742230
2026-02-09,032580,-1.0,0.0,-1.0,2026-02-09T02:42:03.432204
2026-02-09,032620,151.0,-29.0,-206.0,2026-02-09T02:42:08.138787
2026-02-09,032640,-5063.0,3465.0,1576.0,2026-02-09T02:42:12.851282
2026-02-09,032680,0.0,0.0,0.0,2026-02-09T02:42:17.546346
2026-02-09,032685,0.0,0.0,0.0,2026-02-09T02:42:22.162230
2026-02-09,032750,-12.0,-21.0,34.0,2026-02-09T02:42:26.609623
2026-02-09,032790,-8.0,0.0,9.0,2026-02-09T02:42:31.058686
2026-02-09,032800,-9.0,0.0,9.0,2026-02-09T02:42:35.427895
2026-02-09,032820,-1812.0,-2324.0,2961.0,2026-02-09T02:42:39.804537
2026-02-09,032830,-5780.0,1881.0,3374.0,2026-02-09T02:42:45.140144
2026-02-09,032850,140.0,0.0,-138.0,2026-02-09T02:42:49.839252
2026-02-09,032860,81.0,0.0,-81.0,2026-02-09T02:42:54.274058
2026-02-09,032940,685.0,0.0,-699.0,2026-02-09T02:42:58.677227
2026-02-09,032960,-5.0,32.0,-26.0,2026-02-09T02:43:03.352336
2026-02-09,032980,0.0,0.0,0.0,2026-02-09T02:43:08.181035
2026-02-09,033050,3.0,0.0,-12.0,2026-02-09T02:43:12.841641
2026-02-09,033100,641.0,-2293.0,1883.0,2026-02-09T02:43:17.441196
2026-02-09,033130,18.0,0.0,-19.0,2026-02-09T02:43:22.193952
2026-02-09,033160,872.0,1.0,-872.0,2026-02-09T02:43:26.622446
2026-02-09,033170,-6.0,0.0,6.0,2026-02-09T02:43:31.602954
2026-02-09,033200,-8.0,0.0,9.0,2026-02-09T02:43:35.956676
2026-02-09,033230,3.0,0.0,-4.0,2026-02-09T02:43:40.310351
2026-02-09,033240,-1412.0,855.0,560.0,2026-02-09T02:43:44.988450
2026-02-09,033250,-23.0,0.0,22.0,2026-02-09T02:43:49.529627
2026-02-09,033270,-147.0,-5.0,150.0,2026-02-09T02:43:54.156341
2026-02-09,033290,-5.0,0.0,6.0,2026-02-09T02:43:58.461422
2026-02-09,033310,69.0,0.0,-69.0,2026-02-09T02:44:03.278219
2026-02-09,033320,-61.0,0.0,54.0,2026-02-09T02:44:07.917540
2026-02-09,033340,-6315.0,0.0,6281.0,2026-02-09T02:44:12.518475
2026-02-09,033500,-484.0,40.0,376.0,2026-02-09T02:44:17.606640
2026-02-09,033530,326.0,-44.0,-384.0,2026-02-09T02:44:22.473602
2026-02-09,033540,237.0,0.0,-237.0,2026-02-09T02:44:26.740672
2026-02-09,033560,13.0,-1.0,-11.0,2026-02-09T02:44:31.447432
2026-02-09,033640,182.0,-82.0,-163.0,2026-02-09T02:44:35.733597
2026-02-09,033780,-5157.0,3451.0,1627.0,2026-02-09T02:44:41.837689
2026-02-09,033790,-1297.0,-367.0,755.0,2026-02-09T02:44:46.265702
2026-02-09,033830,0.0,0.0,0.0,2026-02-09T02:44:50.468922
2026-02-09,033920,34.0,-22.0,-13.0,2026-02-09T02:44:54.920962
2026-02-09,034020,-122060.0,4331.0,111725.0,2026-02-09T02:44:59.164368
2026-02-09,034120,0.0,-88.0,87.0,2026-02-09T02:45:04.435084
2026-02-09,034220,-3547.0,-4732.0,8185.0,2026-02-09T02:45:09.206539
2026-02-09,034230,-2334.0,3258.0,-1062.0,2026-02-09T02:45:13.892227
2026-02-09,034310,-247.0,40.0,208.0,2026-02-09T02:45:18.320999
2026-02-09,034590,-2.0,-1.0,6.0,2026-02-09T02:45:22.922104
2026-02-09,034730,-15038.0,-1506.0,15315.0,2026-02-09T02:45:27.752130
2026-02-09,03473K,-319.0,-381.0,231.0,2026-02-09T02:45:32.177660
2026-02-09,034810,-54.0,0.0,50.0,2026-02-09T02:45:36.802685
2026-02-09,03481K,-8.0,0.0,11.0,2026-02-09T02:45:41.195028
2026-02-09,034830,-144.0,44.0,45.0,2026-02-09T02:45:45.768080
2026-02-09,034940,15.0,0.0,-21.0,2026-02-09T02:45:50.655208
2026-02-09,034950,-82.0,1.0,80.0,2026-02-09T02:45:55.129666
2026-02-09,035000,-55.0,-51.0,79.0,2026-02-09T02:45:59.523729
2026-02-09,035080,8.0,-35.0,27.0,2026-02-09T02:46:04.333534
2026-02-09,035150,-69.0,-70.0,23.0,2026-02-09T02:46:08.977356
2026-02-09,035200,-30.0,0.0,30.0,2026-02-09T02:46:13.732575
2026-02-09,035250,-511.0,365.0,19.0,2026-02-09T02:46:18.414936
2026-02-09,035290,53.0,0.0,-46.0,2026-02-09T02:46:22.888084
2026-02-09,035420,-55860.0,-76139.0,132497.0,2026-02-09T02:46:27.490271
2026-02-09,035460,-3.0,0.0,3.0,2026-02-09T02:46:31.777988
2026-02-09,035510,-64.0,-228.0,292.0,2026-02-09T02:46:36.658676
2026-02-09,035600,176.0,102.0,-275.0,2026-02-09T02:46:40.891410
2026-02-09,035610,-4.0,0.0,1.0,2026-02-09T02:46:45.353077
2026-02-09,035620,-2.0,-24.0,26.0,2026-02-09T02:46:50.025904
2026-02-09,035720,-86484.0,-21215.0,106910.0,2026-02-09T02:46:54.657484
2026-02-09,035760,319.0,2182.0,-2482.0,2026-02-09T02:46:59.038229
2026-02-09,035810,-212.0,101.0,110.0,2026-02-09T02:47:03.681737
2026-02-09,035890,0.0,0.0,0.0,2026-02-09T02:47:08.419606
2026-02-09,035900,-4435.0,-4357.0,8693.0,2026-02-09T02:47:13.116974
2026-02-09,036000,-10.0,0.0,8.0,2026-02-09T02:47:17.585458
2026-02-09,036010,-47.0,0.0,46.0,2026-02-09T02:47:22.353454
2026-02-09,036030,-34.0,3.0,30.0,2026-02-09T02:47:27.133407
2026-02-09,036090,71.0,0.0,-79.0,2026-02-09T02:47:31.793056
2026-02-09,036120,0.0,97.0,-97.0,2026-02-09T02:47:36.381492
2026-02-09,036170,-27.0,0.0,65.0,2026-02-09T02:47:40.910513
2026-02-09,036180,0.0,0.0,0.0,2026-02-09T02:47:45.318879
2026-02-09,036190,-27.0,51.0,-25.0,2026-02-09T02:47:49.831445
2026-02-09,036200,13.0,-172.0,173.0,2026-02-09T02:47:54.284200
2026-02-09,036220,-179.0,-39.0,204.0,2026-02-09T02:47:58.898231
2026-02-09,036420,-51.0,-63.0,113.0,2026-02-09T02:48:03.699786
2026-02-09,036460,-323.0,-255.0,689.0,2026-02-09T02:48:08.822913
2026-02-09,036480,31.0,0.0,-29.0,2026-02-09T02:48:13.784486
2026-02-09,036530,-696.0,333.0,361.0,2026-02-09T02:48:18.172270
2026-02-09,036540,1089.0,358.0,-1442.0,2026-02-09T02:48:22.698256
2026-02-09,036560,-32.0,54.0,-24.0,2026-02-09T02:48:27.256579
2026-02-09,036570,-4037.0,4655.0,-782.0,2026-02-09T02:48:31.604915
2026-02-09,036580,111.0,54.0,-165.0,2026-02-09T02:48:36.221438
2026-02-09,036620,1592.0,-9.0,-785.0,2026-02-09T02:48:40.488059
2026-02-09,036630,-6.0,0.0,8.0,2026-02-09T02:48:44.583178
2026-02-09,036640,-46.0,-64.0,110.0,2026-02-09T02:48:48.885197
2026-02-09,036670,-7.0,0.0,7.0,2026-02-09T02:48:53.795071
2026-02-09,036690,0.0,0.0,0.0,2026-02-09T02:48:58.180295
2026-02-09,036710,17.0,0.0,-17.0,2026-02-09T02:49:02.894888
2026-02-09,036800,-73.0,-5.0,76.0,2026-02-09T02:49:07.530965
2026-02-09,036810,1039.0,-1149.0,171.0,2026-02-09T02:49:12.210180
2026-02-09,036830,216.0,12.0,-236.0,2026-02-09T02:49:16.484585
2026-02-09,036890,-51.0,-674.0,687.0,2026-02-09T02:49:21.095441
2026-02-09,036930,-671.0,-8.0,522.0,2026-02-09T02:49:25.650340
2026-02-09,037030,33.0,0.0,-33.0,2026-02-09T02:49:29.988635
2026-02-09,037070,-76.0,0.0,76.0,2026-02-09T02:49:34.522558
2026-02-09,037230,-4.0,-2.0,6.0,2026-02-09T02:49:39.174569
2026-02-09,037270,-33.0,-52.0,85.0,2026-02-09T02:49:43.681482
2026-02-09,037330,12.0,0.0,-12.0,2026-02-09T02:49:48.093921
2026-02-09,037350,-53.0,130.0,400.0,2026-02-09T02:49:52.576736
2026-02-09,037370,-16.0,0.0,15.0,2026-02-09T02:49:56.865192
2026-02-09,037400,2.0,0.0,-2.0,2026-02-09T02:50:01.522007
2026-02-09,037440,-59.0,0.0,33.0,2026-02-09T02:50:06.201878
2026-02-09,037460,568.0,1616.0,-2180.0,2026-02-09T02:50:11.064716
2026-02-09,037560,-137.0,0.0,137.0,2026-02-09T02:50:15.409907
2026-02-09,037710,-246.0,-45.0,289.0,2026-02-09T02:50:20.089296
2026-02-09,037760,-4.0,0.0,5.0,2026-02-09T02:50:25.162249
2026-02-09,037950,-23.0,0.0,23.0,2026-02-09T02:50:29.528471
2026-02-09,038010,-39.0,-14.0,53.0,2026-02-09T02:50:33.762197
2026-02-09,038060,-6.0,0.0,6.0,2026-02-09T02:50:38.425599
2026-02-09,038070,-107.0,0.0,107.0,2026-02-09T02:50:43.198800
2026-02-09,038110,-180.0,0.0,167.0,2026-02-09T02:50:48.093696
2026-02-09,038290,118.0,0.0,-118.0,2026-02-09T02:50:52.604084
2026-02-09,038390,195.0,-3.0,-199.0,2026-02-09T02:50:57.225871
2026-02-09,038460,-39.0,-3.0,18.0,2026-02-09T02:51:01.709575
2026-02-09,038500,2490.0,54.0,956.0,2026-02-09T02:51:06.764775
2026-02-09,038530,38.0,0.0,-81.0,2026-02-09T02:51:11.672961
2026-02-09,038540,-1.0,20.0,-14.0,2026-02-09T02:51:16.409451
2026-02-09,038620,-37.0,0.0,34.0,2026-02-09T02:51:21.039528
2026-02-09,038680,-128.0,0.0,126.0,2026-02-09T02:51:25.342293
2026-02-09,038870,219.0,0.0,-219.0,2026-02-09T02:51:29.763475
2026-02-09,038880,-11.0,0.0,11.0,2026-02-09T02:51:34.201105
2026-02-09,038950,-3.0,0.0,3.0,2026-02-09T02:51:38.393205
2026-02-09,039010,80.0,17.0,-97.0,2026-02-09T02:51:42.885013
2026-02-09,039020,-20.0,43.0,-43.0,2026-02-09T02:51:47.516153
2026-02-09,039030,-6080.0,11245.0,-5310.0,2026-02-09T02:51:51.945726
2026-02-09,039130,-711.0,551.0,169.0,2026-02-09T02:51:57.070717
2026-02-09,039200,-5302.0,-477.0,4982.0,2026-02-09T02:52:01.798572
2026-02-09,039240,-100.0,-1.0,101.0,2026-02-09T02:52:06.428737
2026-02-09,039290,-9.0,0.0,8.0,2026-02-09T02:52:10.964529
2026-02-09,039310,0.0,0.0,-1.0,2026-02-09T02:52:15.482194
2026-02-09,039340,0.0,-8.0,-18.0,2026-02-09T02:52:19.657025
2026-02-09,039420,-62.0,0.0,62.0,2026-02-09T02:52:23.975305
2026-02-09,039440,1282.0,-117.0,-1198.0,2026-02-09T02:52:28.461010
2026-02-09,039490,2334.0,-7134.0,4633.0,2026-02-09T02:52:32.979499
2026-02-09,039560,298.0,-60.0,-258.0,2026-02-09T02:52:37.319880
2026-02-09,039570,-27.0,-16.0,42.0,2026-02-09T02:52:42.060419
2026-02-09,039610,-31.0,0.0,29.0,2026-02-09T02:52:46.391342
2026-02-09,039740,-3.0,0.0,-16.0,2026-02-09T02:52:50.809561
2026-02-09,039830,-59.0,192.0,-187.0,2026-02-09T02:52:55.168581
2026-02-09,039840,178.0,-2.0,-210.0,2026-02-09T02:52:59.456310
2026-02-09,039860,39.0,116.0,-160.0,2026-02-09T02:53:03.885261
2026-02-09,039980,60.0,0.0,-61.0,2026-02-09T02:53:10.163430
2026-02-09,040160,78.0,0.0,-73.0,2026-02-09T02:53:14.891495
2026-02-09,040300,85.0,0.0,-85.0,2026-02-09T02:53:19.579572
2026-02-09,040350,10.0,0.0,29.0,2026-02-09T02:53:24.043926
2026-02-09,040420,26.0,-11.0,-19.0,2026-02-09T02:53:29.011203
2026-02-09,040610,3.0,74.0,-55.0,2026-02-09T02:53:33.586941
2026-02-09,040910,23.0,0.0,-37.0,2026-02-09T02:53:37.828172
2026-02-09,041020,-243.0,21.0,226.0,2026-02-09T02:53:42.237627
2026-02-09,041190,-2613.0,-226.0,1590.0,2026-02-09T02:53:46.549090
2026-02-09,041440,228.0,0.0,-338.0,2026-02-09T02:53:51.061646
2026-02-09,041460,-80.0,0.0,79.0,2026-02-09T02:53:55.787544
2026-02-09,041510,1085.0,-2695.0,1493.0,2026-02-09T02:54:00.406705
2026-02-09,041520,-13.0,0.0,13.0,2026-02-09T02:54:05.195342
2026-02-09,041590,0.0,0.0,0.0,2026-02-09T02:54:09.770887
2026-02-09,041650,-21.0,-1.0,22.0,2026-02-09T02:54:14.618076
2026-02-09,041830,-232.0,94.0,132.0,2026-02-09T02:54:19.044896
2026-02-09,041910,-173.0,0.0,173.0,2026-02-09T02:54:23.683554
2026-02-09,041920,-1600.0,38.0,1451.0,2026-02-09T02:54:28.097722
2026-02-09,041930,0.0,0.0,-3.0,2026-02-09T02:54:32.515840
2026-02-09,041960,-481.0,-47.0,454.0,2026-02-09T02:54:36.953060
2026-02-09,042000,-167.0,-276.0,1520.0,2026-02-09T02:54:41.350321
2026-02-09,042040,10.0,10.0,-20.0,2026-02-09T02:54:45.995217
2026-02-09,042110,37.0,0.0,-37.0,2026-02-09T02:54:50.396610
2026-02-09,042370,829.0,6.0,-771.0,2026-02-09T02:54:54.982530
2026-02-09,042420,-49.0,3.0,46.0,2026-02-09T02:54:59.975854
2026-02-09,042500,66.0,28.0,-97.0,2026-02-09T02:55:04.636239
2026-02-09,042510,-166.0,-5.0,171.0,2026-02-09T02:55:09.547670
2026-02-09,042520,3036.0,-2807.0,-253.0,2026-02-09T02:55:14.195353
2026-02-09,042600,-46.0,13.0,34.0,2026-02-09T02:55:18.836591
2026-02-09,042660,-59268.0,5069.0,53128.0,2026-02-09T02:55:24.901057
2026-02-09,042700,-9313.0,37116.0,-27522.0,2026-02-09T02:55:29.548326
2026-02-09,042940,-19.0,0.0,18.0,2026-02-09T02:55:34.148676
2026-02-09,043090,0.0,0.0,0.0,2026-02-09T02:55:38.918620
2026-02-09,043100,87.0,0.0,-85.0,2026-02-09T02:55:43.760536
2026-02-09,043150,64.0,-36.0,-27.0,2026-02-09T02:55:48.692664
2026-02-09,043200,322.0,0.0,-403.0,2026-02-09T02:55:53.036364
2026-02-09,043220,0.0,0.0,0.0,2026-02-09T02:55:57.674638
2026-02-09,043260,-5038.0,-180.0,5338.0,2026-02-09T02:56:02.558248
2026-02-09,043340,-7.0,0.0,7.0,2026-02-09T02:56:07.455275
2026-02-09,043360,2.0,0.0,-2.0,2026-02-09T02:56:12.007444
2026-02-09,043370,170.0,49.0,-213.0,2026-02-09T02:56:16.789894
2026-02-09,043590,-38.0,0.0,-45.0,2026-02-09T02:56:21.356197
2026-02-09,043610,-2.0,0.0,1.0,2026-02-09T02:56:25.915973
2026-02-09,043650,-11.0,-13.0,21.0,2026-02-09T02:56:30.207886
2026-02-09,043710,3.0,0.0,-3.0,2026-02-09T02:56:34.910469
2026-02-09,043910,110.0,0.0,-110.0,2026-02-09T02:56:39.285468
2026-02-09,044180,-236.0,0.0,235.0,2026-02-09T02:56:43.640254
2026-02-09,044340,11.0,0.0,-11.0,2026-02-09T02:56:48.042974
2026-02-09,044380,1.0,0.0,-1.0,2026-02-09T02:56:52.517474
2026-02-09,044450,-164.0,-182.0,213.0,2026-02-09T02:56:56.976119
2026-02-09,044480,-2.0,0.0,3.0,2026-02-09T02:57:01.554856
2026-02-09,044490,-196.0,-597.0,791.0,2026-02-09T02:57:06.662198
2026-02-09,044780,-4.0,0.0,3.0,2026-02-09T02:57:11.507469
2026-02-09,044820,-53.0,-34.0,77.0,2026-02-09T02:57:16.093390
2026-02-09,044960,10.0,35.0,-48.0,2026-02-09T02:57:21.019170
2026-02-09,044990,41.0,8.0,-46.0,2026-02-09T02:57:25.282536
2026-02-09,045060,0.0,-2.0,-15.0,2026-02-09T02:57:29.906526
2026-02-09,045100,358.0,-278.0,-60.0,2026-02-09T02:57:34.544578
2026-02-09,045300,-10.0,0.0,-7.0,2026-02-09T02:57:39.011091
2026-02-09,045340,-197.0,0.0,191.0,2026-02-09T02:57:43.459280
2026-02-09,045390,2905.0,-7.0,-3088.0,2026-02-09T02:57:47.678134
2026-02-09,045510,-1.0,0.0,1.0,2026-02-09T02:57:52.057613
2026-02-09,045520,-5.0,0.0,3.0,2026-02-09T02:57:56.717771
2026-02-09,045660,-237.0,0.0,235.0,2026-02-09T02:58:01.241640
2026-02-09,045970,69.0,0.0,-81.0,2026-02-09T02:58:06.123727
2026-02-09,046070,0.0,0.0,0.0,2026-02-09T02:58:10.873207
2026-02-09,046120,14.0,33.0,-56.0,2026-02-09T02:58:15.277792
2026-02-09,046210,4.0,0.0,-12.0,2026-02-09T02:58:19.755451
2026-02-09,046310,65.0,19.0,-84.0,2026-02-09T02:58:24.188523
2026-02-09,046390,19.0,0.0,-19.0,2026-02-09T02:58:28.556315
2026-02-09,046440,9.0,113.0,-123.0,2026-02-09T02:58:33.178089
2026-02-09,046890,208.0,-96.0,-93.0,2026-02-09T02:58:37.934013
2026-02-09,046940,324.0,0.0,-325.0,2026-02-09T02:58:42.268413
2026-02-09,046970,122.0,0.0,-122.0,2026-02-09T02:58:46.886021
2026-02-09,047040,-5097.0,5914.0,-557.0,2026-02-09T02:58:51.918444
2026-02-09,047050,2800.0,-1323.0,-1560.0,2026-02-09T02:58:56.480215
2026-02-09,047080,3.0,-6.0,3.0,2026-02-09T02:59:01.060218
2026-02-09,047310,686.0,-4.0,-700.0,2026-02-09T02:59:05.521291
2026-02-09,047400,-176.0,0.0,176.0,2026-02-09T02:59:10.321733
2026-02-09,047560,-19.0,19.0,-1.0,2026-02-09T02:59:14.637694
2026-02-09,047770,-1901.0,0.0,1378.0,2026-02-09T02:59:20.807755
2026-02-09,047810,-64732.0,37342.0,26120.0,2026-02-09T02:59:25.008083
2026-02-09,047820,-24.0,0.0,30.0,2026-02-09T02:59:29.296339
2026-02-09,047920,-62.0,0.0,131.0,2026-02-09T02:59:33.854172
2026-02-09,048410,1723.0,-411.0,-1514.0,2026-02-09T02:59:40.272646
2026-02-09,048430,137.0,0.0,-46.0,2026-02-09T02:59:44.674903
2026-02-09,048470,-49.0,0.0,52.0,2026-02-09T02:59:48.957457
2026-02-09,048530,42.0,131.0,-169.0,2026-02-09T02:59:53.578247
2026-02-09,048550,44.0,-1.0,-44.0,2026-02-09T02:59:58.130736
2026-02-09,048770,410.0,-1.0,-401.0,2026-02-09T03:00:02.901105
2026-02-09,048830,0.0,0.0,1.0,2026-02-09T03:00:07.607714
2026-02-09,048870,-39.0,-55.0,95.0,2026-02-09T03:00:12.305201
2026-02-09,048910,-12.0,0.0,11.0,2026-02-09T03:00:16.961297
