code,name,market,sector_name,sector_code,industry_name,industry_code
241560,두산밥캣,KOSPI,특수 목적용 기계 제조업,03,특수 목적용 기계 제조업,032902
454910,두산로보틱스,KOSPI,특수 목적용 기계 제조업,03,특수 목적용 기계 제조업,032902
