code,name,market,sector_name,sector_code,industry_name,industry_code
003490,대한항공,KOSPI,운수창고,019,정기 항공 운송업,085101
011200,HMM,KOSPI,운수창고,019,해상 운송업,085001
086280,현대글로비스,KOSPI,운수창고,019,기타 운송관련 서비스업,085209
