code,name,market,sector_name,sector_code,industry_name,industry_code
253450,스튜디오드래곤,KOSDAQ GLOBAL,"영화, 비디오물, 방송프로그램 제작 및 배급업",10,"영화, 비디오물, 방송프로그램 제작 및 배급업",105901
