code,name,market,sector_name,sector_code,industry_name,industry_code
140860,파크시스템스,KOSDAQ GLOBAL,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기제외",03,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기제외",032702
