code,name,market,sector_name,sector_code,industry_name,industry_code
036930,주성엔지니어링,KOSDAQ GLOBAL,IT H/W,043,특수 목적용 기계 제조업,032902
039030,이오테크닉스,KOSDAQ GLOBAL,IT H/W,043,특수 목적용 기계 제조업,032902
058470,리노공업,KOSDAQ GLOBAL,IT H/W,043,전자부품 제조업,032602
064760,티씨케이,KOSDAQ GLOBAL,IT H/W,043,기타 비금속 광물제품 제조업,032309
095340,ISC,KOSDAQ GLOBAL,IT H/W,043,기계장비 및 관련 물품 도매업,074605
