code,name,market,sector_name,sector_code,industry_name,industry_code
087010,펩트론,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,03,기초 의약물질 및 생물학적 제제 제조업,032101
214370,케어젠,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,03,기초 의약물질 및 생물학적 제제 제조업,032101
298380,에이비엘바이오,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,03,기초 의약물질 및 생물학적 제제 제조업,032101
475830,오름테라퓨틱,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,03,기초 의약물질 및 생물학적 제제 제조업,032101
950160,코오롱티슈진,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,03,기초 의약물질 및 생물학적 제제 제조업,032101
