code,name,market,sector_name,sector_code,industry_name,industry_code
290650,엘앤씨바이오,KOSDAQ,의약품 제조업,03,의약품 제조업,032102
456160,지투지바이오,KOSDAQ,의약품 제조업,03,의약품 제조업,032102
