code,name,market,sector_name,sector_code,industry_name,industry_code
204270,제이앤티씨,KOSDAQ,전자부품 제조업,03,전자부품 제조업,032602
214430,아이쓰리시스템,KOSDAQ,전자부품 제조업,03,전자부품 제조업,032602
388210,씨엠티엑스,KOSDAQ,전자부품 제조업,03,전자부품 제조업,032602
417200,LS머트리얼즈,KOSDAQ,전자부품 제조업,03,전자부품 제조업,032602
