code,name,market,sector_name,sector_code,industry_name,industry_code
006730,서부T&D,KOSDAQ,유통,027,숙박시설 운영업,095501
032190,다우데이타,KOSDAQ,유통,027,기계장비 및 관련 물품 도매업,074605
056080,유진로봇,KOSDAQ,유통,027,특수 목적용 기계 제조업,032902
