code,name,market,sector_name,sector_code,industry_name,industry_code
241710,코스메카코리아,KOSDAQ,기타 화학제품 제조업,03,기타 화학제품 제조업,032004
281740,레이크머티리얼즈,KOSDAQ,기타 화학제품 제조업,03,기타 화학제품 제조업,032004
